"Protocol" "Study" "CellType"
"beta_nd_gsm2158015" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158016" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158017" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158018" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158019" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158020" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158021" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158022" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158023" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158024" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158025" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158026" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158027" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158028" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158029" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158030" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158031" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158032" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158033" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158034" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158035" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158036" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158037" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158038" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158039" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158040" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158041" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158042" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158043" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158044" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158045" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158046" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158047" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158048" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158049" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158050" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158051" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158052" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158053" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158054" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158055" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158056" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158057" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158058" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158059" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158060" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158061" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158062" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158063" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158064" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158065" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158066" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158067" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158068" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158069" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158070" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158072" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158073" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158074" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158075" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158076" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158077" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158078" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158079" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158080" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158081" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158082" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158083" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158084" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158085" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158086" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158087" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158088" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158089" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158090" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158091" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158092" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158093" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158094" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158095" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158096" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158097" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158098" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158099" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158100" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158101" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158102" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158103" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158104" "SmartSeq2" "GSE86473" "Beta"
"beta_nd_gsm2158105" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158550" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158551" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158552" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158553" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158554" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158555" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158556" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158557" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158558" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158559" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158560" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158561" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158562" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158563" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158564" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158565" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158566" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158567" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158568" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158569" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158570" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158571" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158572" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158573" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158574" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158575" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158576" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158577" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158578" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158579" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158580" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158581" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158582" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158583" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158584" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158585" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158586" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158587" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158588" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158589" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158590" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158591" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158592" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158593" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158594" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158595" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158596" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158597" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158598" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158599" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158600" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158601" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158602" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158603" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158604" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158605" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158606" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158607" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158608" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158609" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158610" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158611" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158612" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158613" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158614" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158615" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158616" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158617" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158618" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158619" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158620" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158621" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158622" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158623" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158624" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158625" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158626" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158627" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158628" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158629" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158630" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158631" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158632" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158633" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158634" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158635" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158636" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158637" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158638" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158639" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158640" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158641" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158642" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158643" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158644" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158645" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158646" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158647" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158648" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158649" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158650" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158651" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158652" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158653" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158654" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158655" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158656" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158657" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158658" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158659" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158660" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158661" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158662" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158663" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158664" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158665" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158666" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158667" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158668" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158669" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158670" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158671" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158672" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158673" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158674" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158675" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158676" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158677" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158678" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158679" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158680" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158681" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158682" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158683" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158684" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158685" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158686" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158687" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158688" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158689" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158690" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158691" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158692" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158693" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158694" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158695" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158696" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158697" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158698" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158699" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158700" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158701" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158702" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158703" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158704" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158705" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158706" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158707" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158708" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158709" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158710" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158711" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158712" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158713" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158714" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158715" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158716" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158717" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158718" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158719" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158720" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158721" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158722" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158723" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158724" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158725" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158726" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158727" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158728" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158729" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158730" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158731" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158732" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158733" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158734" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158735" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158736" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158737" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158738" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158739" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158740" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158741" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158742" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158743" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158744" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158745" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158746" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158747" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158748" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158749" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158750" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158751" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158752" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158753" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158754" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158755" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158756" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158757" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158758" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158759" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158760" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158761" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158762" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158763" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158764" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158765" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158766" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158767" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158768" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158769" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158770" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158771" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158772" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158773" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158774" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158775" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158776" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158777" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158778" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158779" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158780" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158781" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158782" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158783" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158784" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158785" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158786" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158787" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158788" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158789" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158790" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158791" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158792" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158793" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158794" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158795" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158796" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158797" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158798" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158799" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158800" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158801" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158802" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158803" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158804" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158805" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158806" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158807" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158808" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158809" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158810" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158811" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158812" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158813" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158814" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158815" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158816" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158817" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158818" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158819" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158820" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158821" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158822" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158823" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158824" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158825" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158826" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158827" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158828" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158829" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158830" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158831" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158832" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158833" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158834" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158835" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158836" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158837" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158838" "SmartSeq2" "GSE86473" "Beta"
"beta_t2d_gsm2158839" "SmartSeq2" "GSE86473" "Beta"
